,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
8612,No don’t! Go back to repeating!,Rachel,fear,1474,3,695,3,7,16,"0:09:21,707","0:09:22,375"
8638,Noo.,Rachel,disgust,1480,3,698,3,3,25,"0:16:32,283","0:16:34,132"
8647,She sells drugs to kids.,Phoebe,disgust,1481,4,699,7,5,24,"0:17:20,122","0:17:20,763"
8654,Sells drugs to kids.,Phoebe,disgust,1483,1,699,5,5,24,"0:17:17,786","0:17:18,954"
8656,She sells drugs to kids.,Phoebe,disgust,1483,3,699,7,5,24,"0:17:20,122","0:17:20,763"
8659,"Okay lady, you're out of here.",The Security Guard,disgust,1483,6,699,11,5,24,"00:17:31,967","00:17:35,720"
8741,But the audition’s in a couple hours and I don’t even understand the game.,Joey,fear,1497,2,712,2,8,20,"00:03:00,668","00:03:04,047"
8746,But the audition’s in a couple hours and I don’t even understand the game.,Joey,fear,1498,0,712,2,8,20,"00:03:00,668","00:03:04,047"
8755,No!,Chandler,disgust,1499,3,712,11,8,20,"0:03:20,748","0:03:21,028"
8804,"Joey, please!",Ross,fear,1509,0,720,0,5,7,"00:09:18,558","00:09:19,849"
8825,No-no-no-no!,Chandler,fear,1510,14,720,15,5,7,"00:10:39,430","00:10:41,389"
8828,No-no-no-no!,Chandler,fear,1511,1,720,15,5,7,"00:10:39,430","00:10:41,389"
8860,"Well, she walked in when I was looking at the ring brochures. You can understand that, right?  Guys? Guys?",Chandler,fear,1516,3,723,7,6,23,"00:21:50,100","00:22:02,069"
8881,Yeah—No!!,Ross,disgust,1519,7,726,7,7,19,"00:13:21,592","00:13:23,551"
8955,"Exactly. So you didn’t, didn’t mention anything to Issac right?",Ross,fear,1535,0,735,0,3,16,"00:08:34,764","00:08:37,974"
8984,"I-I, I have to tell you something.",Ross,fear,1537,8,736,8,4,17,"00:09:38,536","00:09:41,955"
8985,"Umm, I’ve been thinking, I’m just gonna come out and say it.",Ross,fear,1537,9,736,9,4,17,"00:09:42,832","00:09:47,836"
8986,Okay?,Ross,fear,1537,10,736,10,4,17,"00:09:44,959","00:09:47,836"
9050,"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",Monica,fear,1546,2,743,3,5,5,"00:21:50,726","00:21:55,521"
9056,"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",Monica,fear,1548,1,743,3,5,5,"00:21:50,726","00:21:55,521"
9065,...Oh God.,Shelley,fear,1549,8,744,8,1,8,"00:00:38,663","00:00:41,206"
9067,I'm just gonna go flush myself down the toilet now...,Shelley,disgust,1549,10,744,10,1,8,"00:00:43,960","00:00:47,671"
9068,"Okay, goodbye...",Shelley,disgust,1549,11,744,11,1,8,"00:00:47,922","00:00:49,048"
9154,"That, that's what's stupid.",Chandler,disgust,1564,1,754,1,3,3,"00:11:09,335","00:11:11,336"
9211,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",Janice,disgust,1572,12,759,12,3,4,"00:17:25,085","00:17:31,257"
9212,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",Janice,disgust,1572,13,759,13,3,4,"00:17:31,425","00:17:37,513"
9217,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,Chandler,fear,1573,2,760,2,6,18,"00:14:18,691","00:14:22,777"
9270,"Uh-oh, uh-oh, the laundry's done.",Ross,fear,1583,6,767,6,1,5,"00:16:35,744","00:16:41,457"
9288,And I just want a million dollars!,Chandler,fear,1586,1,769,1,1,1,"00:03:29,959","00:03:33,086"
9289,And I just want a million dollars!,Chandler,fear,1587,0,769,1,1,1,"00:03:29,959","00:03:33,086"
9299,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,Monica,disgust,1588,8,770,8,5,5,"00:08:42,813","00:08:47,275"
9308,"I said, ""Geez, relax Monnnnn.""",Chandler,fear,1588,17,770,17,5,5,"00:09:22,728","00:09:26,106"
9359,"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",Phoebe,disgust,1596,1,773,1,1,24,"00:02:30,441","00:02:34,611"
9360,"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",Phoebe,disgust,1597,0,773,1,1,24,"00:02:30,441","00:02:34,611"
9364,"Mom, c'mon, stop worrying.",Rachel,fear,1598,2,774,2,2,4,"00:00:11,386","00:00:13,846"
9471,"Um, y'know, before we go ah, there’s something I need to say.",Mark,fear,1620,3,782,4,3,19,"00:00:29,821","00:00:32,406"
9473,"I’ve kinda of had this ah, this crush on you.",Mark,fear,1620,5,782,6,3,19,"00:00:38,121","00:00:40,622"
9475,"But, now that you’re not, I’d really like to ask you out sometime.",Mark,fear,1620,7,782,8,3,19,"00:00:44,836","00:00:48,797"
9476,"So-so that’s-that’s what I’m doing, now.",Mark,fear,1620,8,782,9,3,19,"00:00:49,466","00:00:53,343"
9507,"Oh no it’s not, no it’s not. It’s a first date. I’m",Monica,fear,1627,0,788,0,6,13,"00:20:42,157","00:20:47,203"
9515,"Uhh, look Katie, uh listen, we-we need to talk.",Joey,fear,1628,3,789,3,5,15,"0:09:02,625","0:09:05,920"
9517,"Umm, look I like you.",Joey,fear,1628,5,789,5,5,15,"0:09:06,212","0:09:08,304"
9518,"I-I really do, I like you a lot.",Joey,fear,1628,6,789,6,5,15,"0:09:08,304","0:09:11,316"
9558,"Me? Oh, no, I am not an actress.",Rachel,disgust,1632,6,792,6,9,19,"00:09:41,206","00:09:44,668"
9631,"But only because I was up all night worried about this  meeting, ain’t that funny?",Chandler,fear,1644,5,796,5,9,2,"00:13:48,994","00:13:53,832"
9638,Tulsa is Italy—Please don’t make me go  there!,Chandler,fear,1644,12,796,12,9,2,"00:14:08,597","00:14:11,015"
9640,No no no!,Chandler,fear,1644,14,796,14,9,2,"0:14:12,155","0:14:12,784"
9661,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",Rachel,disgust,1646,0,798,0,1,20,"00:15:46,612","00:15:55,119"
9664,Oh no.,Mindy,fear,1646,3,798,3,1,20,"0:16:00,048","0:16:01,770"
9669,"Well, there's no way I'm gonna get a shot.",Ross,fear,1648,0,799,0,2,6,"00:09:24,230","00:09:27,357"
9670,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",Ross,fear,1648,1,799,1,2,6,"00:09:24,230","00:09:30,860"
9676,"Well, there's no way I'm gonna get a shot.",Ross,fear,1650,0,799,0,2,6,"00:09:24,230","00:09:27,357"
9677,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",Ross,fear,1650,1,799,1,2,6,"00:09:24,230","00:09:30,860"
9680,Ohhh.,Ross,fear,1651,0,800,0,3,6,"00:10:04,770","00:10:06,438"
9687,Yes!,Ross,fear,1652,5,801,5,2,6,"00:10:23,456","00:10:25,165"
9708,"Oh! Hey, Mr. Treeger.",Rachel,fear,1657,0,804,0,4,4,"00:00:43,418","00:00:44,710"
9714,": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",Mr. Treeger,disgust,1657,6,804,6,4,4,"00:01:21,748","00:01:34,510"
9734,Listen I uh…  It’s a scary world out there especially if you’re a single mom.,Joey,fear,1659,8,806,15,8,2,"00:18:14,009","00:18:22,683"
9744,Listen I uh…  It’s a scary world out there especially if you’re a single mom.,Joey,fear,1660,7,806,15,8,2,"00:18:14,009","00:18:22,683"
9752,"I can’t believe her, y’know it’s just—it’s so typical.",Monica,disgust,1663,0,808,0,7,1,"00:14:56,854","00:14:59,314"
9775,"See? Now, that’s why only the little fake men are supposed to do all the kicking.",Chandler,fear,1664,15,809,15,6,6,"00:09:22,812","00:09:26,565"
9778,I am brave!,Chandler,fear,1665,2,810,2,7,9,"0:06:23,883","0:06:24,968"
9779,I…I am brave!,Chandler,fear,1665,3,810,3,7,9,"0:06:24,968","0:06:27,033"
9780,No-no-no-no!!,Chandler,fear,1665,4,810,4,7,9,"00:06:28,471","00:06:30,263"
9787,I am brave!,Chandler,fear,1666,1,810,2,7,9,"0:06:23,883","0:06:24,968"
9788,I…I am brave!,Chandler,fear,1666,2,810,3,7,9,"0:06:24,968","0:06:27,033"
9789,No-no-no-no!!,Chandler,fear,1666,3,810,4,7,9,"00:06:28,471","00:06:30,263"
9816,No-no-no! We gotta go! Come on!  Here we go.,Joey,fear,1670,7,811,9,7,24,"00:13:00,571","00:13:04,574"
9883,"I mean, I bring a guy home, and within five minutes they're all over him.",Monica,disgust,1683,1,818,1,1,3,"00:07:03,381","00:07:06,299"
9901,"Oh no-no, I can’t do that.",Chandler,fear,1686,7,819,9,7,4,"00:06:20,713","00:06:21,838"
9906,Oh my God. He threw up?,Monica,disgust,1686,12,819,14,7,4,"00:06:44,612","00:06:46,196"
9984,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",Rachel,disgust,1694,3,823,5,3,3,"00:16:14,046","00:16:22,063"
9987,"Pheebs, wake up and smell the restraining order.",Chandler,disgust,1695,1,823,9,3,3,"00:16:34,868","00:16:37,954"
10013,"Okay, all right don’t judge me to much.",Monica,fear,1704,5,827,5,3,16,"0:05:04,429","0:05:06,765"
10019,God. Do think it really doesn’t hurt? ‘Cause how can they do that?,Phoebe,fear,1704,11,827,13,3,16,"00:05:26,826","00:05:30,287"
10024,"Yeah, well, now you're kinda not.",Woman,disgust,1705,2,828,2,1,5,"00:10:48,898","00:10:51,316"
10035,"Hi, uh, nothing. That horrible woman just took my machine.",Rachel,disgust,1707,1,828,8,1,5,"00:11:13,839","00:11:17,592"
10111,Chandler please!,Monica,disgust,1717,5,835,8,8,6,"00:21:29,288","00:21:30,913"
10145,No!!,Phoebe,disgust,1722,8,839,8,6,14,"0:16:59,810","0:17:01,938"
10147,And shame on you!,Phoebe,disgust,1722,10,839,12,6,14,"0:17:03,999","0:17:05,495"
10148,And shame on all of you!,Phoebe,disgust,1722,11,839,13,6,14,"0:17:05,607","0:17:07,026"
10149,You’re disgusting!,Phoebe,disgust,1722,12,839,14,6,14,"0:17:07,026","0:17:08,356"
10150,Especially you  with that!,Phoebe,disgust,1722,13,839,15,6,14,"00:17:08,444","00:17:10,611"
10157,"Oh!  Ok, um, ok, um,",Phoebe,fear,1723,6,840,6,1,12,"00:13:07,828","00:13:13,416"
10167,"I’m so sorry. Please, stop freaking out.",Monica,fear,1724,0,841,0,6,22,"0:19:51,315","0:19:53,997"
10249,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,1733,5,844,6,4,11,"00:17:23,208","00:17:30,673"
10260,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,1734,5,844,6,4,11,"00:17:23,208","00:17:30,673"
10273,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,1736,4,844,6,4,11,"00:17:23,208","00:17:30,673"
10285,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,1738,4,844,6,4,11,"00:17:23,208","00:17:30,673"
10296,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,1739,4,844,6,4,11,"00:17:23,208","00:17:30,673"
10303,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,fear,1739,11,844,20,4,11,"00:18:39,076","00:18:45,248"
10311,"Oh it’s Bing, sir. I’m sorry , I was just ah...",Chandler,fear,1740,7,845,7,3,24,"00:04:22,553","00:04:24,638"
10345,"I mean look at him, look at you,",Ross,disgust,1744,6,849,7,5,18,"00:04:23,972","00:04:25,222"
10397,How could you have kept all of this from me?,Mona,fear,1749,0,854,0,8,8,"00:13:19,465","00:13:21,341"
10415,That thing was a hazard!  I’m very safety conscious.,Joey,fear,1753,6,855,7,6,3,"00:11:45,996","00:11:50,250"
10476,"Umm look, you’re coming on a little strong.",Phoebe,fear,1764,2,860,2,8,17,"00:13:23,385","00:13:26,179"
10485,Oh my God!,Phoebe,disgust,1764,11,860,11,8,17,"00:13:49,245","00:13:51,162"
10489,All right.,Phoebe,disgust,1764,15,860,15,8,17,"00:13:57,378","00:13:58,795"
10495,"...Yeah, they were gross.",Ross,disgust,1765,5,861,14,1,8,"00:04:47,287","00:04:49,413"
10518,"...Yeah, they were gross.",Ross,disgust,1768,6,861,14,1,8,"00:04:47,287","00:04:49,413"
10525,"...Yeah, they were gross.",Ross,disgust,1769,3,861,14,1,8,"00:04:47,287","00:04:49,413"
10577,Uh-oh.,Rachel,fear,1779,2,867,2,7,16,"00:06:08,159","00:06:09,868"
10593,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,1781,6,869,15,3,12,"00:13:23,636","00:13:34,229"
10594,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,1781,7,869,16,3,12,"00:13:34,647","00:13:38,149"
10599,What am I going to do?,Ross,fear,1782,4,869,5,3,12,"00:12:44,221","00:12:45,430"
10602,I don't know you guys.,Ross,fear,1782,7,869,8,3,12,"00:12:55,149","00:12:57,776"
10603,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,1782,8,869,9,3,12,"00:12:57,943","00:13:04,949"
10604,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,1782,9,869,10,3,12,"00:13:05,117","00:13:09,287"
10610,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,1783,5,869,9,3,12,"00:12:57,943","00:13:04,949"
10611,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,1783,6,869,10,3,12,"00:13:05,117","00:13:09,287"
10616,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,1783,11,869,15,3,12,"00:13:23,636","00:13:34,229"
10617,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,1783,12,869,16,3,12,"00:13:34,647","00:13:38,149"
10755,"Well, I’m upset—for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,1810,8,884,11,4,7,"00:02:18,346","00:02:26,687"
10782,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,1814,7,886,12,4,17,"00:13:47,576","00:13:52,705"
10785,Pregnant Woman Slays Four?,Chandler,fear,1814,10,886,15,4,17,"00:13:58,128","00:14:00,004"
10792,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,1815,4,886,12,4,17,"00:13:47,576","00:13:52,705"
10800,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,1816,3,886,12,4,17,"00:13:47,576","00:13:52,705"
10810,Pregnant Woman Slays Four?,Chandler,fear,1817,4,886,15,4,17,"00:13:58,128","00:14:00,004"
10894,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,1828,1,893,1,7,16,"00:04:54,752","00:05:01,216"
10907,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,1829,0,893,1,7,16,"00:04:54,752","00:05:01,216"
10924,I still can’t believe they took away my key. You trust me with yours.,Joey,fear,1831,0,895,0,8,3,"00:07:33,494","00:07:36,955"
10973,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",Joey,disgust,1841,4,898,4,1,24,"00:18:35,072","00:18:41,452"
10997,"That’s a good idea, ‘Dear Janice have a Hubba-Bubba birthday’. I would like to get her something serious.",Chandler,disgust,1844,5,901,5,3,8,"00:07:01,295","00:07:08,343"
11002,"No, no, you can’t, you can’t, okay, you can’t, you can’t buy her pearls, you just can’t, you can’t, you can’t.",Joey,fear,1844,10,901,10,3,8,"00:07:25,278","00:07:32,451"
11054,I officially give up.,Monica,disgust,1859,4,904,4,4,15,"0:21:31,373","0:21:32,395"
11061,I officially give up.,Monica,disgust,1860,4,904,4,4,15,"0:21:31,373","0:21:32,395"
11069,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,1863,1,905,3,1,11,"00:02:44,956","00:02:49,585"
11070,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,1864,0,905,3,1,11,"00:02:44,956","00:02:49,585"
11095,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",Chandler,disgust,1867,7,905,15,1,11,"00:03:21,451","00:03:25,704"
11098,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",Chandler,disgust,1869,0,905,15,1,11,"00:03:21,451","00:03:25,704"
11116,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",Phoebe,disgust,1872,9,907,9,5,16,"00:07:04,465","00:07:08,385"
11119,I-I'm sorry! Sorry.,The Smoking Woman,fear,1872,12,907,12,5,16,"00:07:19,480","00:07:21,189"
11121,Shh! Get me out of here.,Phoebe,fear,1873,0,908,0,7,12,"0:02:26,604","0:02:27,939"
11184,"Oh, look! Acting for Beginners! Want to feel good about yourself?",Monica,fear,1888,1,911,1,8,21,"00:21:23,741","00:21:30,832"
11190,"Yeah, this was a stupid idea.",Joey,disgust,1890,1,911,5,8,21,"00:21:45,305","00:21:48,182"
11214,You are really frightening me.,Chandler,fear,1895,1,915,3,1,23,"00:15:50,699","00:15:52,575"
11215,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",Chandler,fear,1895,2,915,4,1,23,"00:15:54,787","00:16:02,210"
11216,You are really frightening me.,Chandler,fear,1896,0,915,3,1,23,"00:15:50,699","00:15:52,575"
11217,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",Chandler,fear,1896,1,915,4,1,23,"00:15:54,787","00:16:02,210"
11222,But they're not here yet!,Carol,fear,1898,1,915,7,1,23,"0:16:08,684","0:16:09,982"
11223,But they're not here yet!,Carol,fear,1899,0,915,7,1,23,"0:16:08,684","0:16:09,982"
11225,"Oh, god.",Carol,fear,1899,2,915,9,1,23,"00:16:12,805","00:16:15,223"
11238,"No I mean—No not you, not you, you—you",Ross,fear,1900,12,916,12,8,11,"00:13:24,887","00:13:29,849"
11265,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",Eric,fear,1905,1,921,1,8,7,"00:17:04,523","00:17:07,068"
11268,Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,Phoebe,disgust,1905,4,921,4,8,7,"00:17:13,657","00:17:18,745"
11270,I don’t want to lose you!,Eric,fear,1905,6,921,6,8,7,"0:17:19,634","0:17:22,049"
11287,"I know! And I’m just getting out of a marriage, I mean talk about meant to be!",Janice,fear,1908,1,923,2,4,15,"00:05:55,730","00:06:01,818"
11290,"I hear ya.  But! Unfortunately, my company is transferring me overseas!",Chandler,disgust,1908,4,923,5,4,15,"00:06:19,128","00:06:25,967"
11353,"You see that guy? He’s in classics now, but y'know as soon as we leave he’s going straight to the porn.",Monica,disgust,1916,0,928,0,3,13,"00:02:01,454","00:02:07,251"
11401,"No, you can't! Friends hooking up is a bad idea.",Monica,fear,1926,3,932,5,9,20,"00:22:18,575","00:22:22,037"
11468,"I—Rachel, you can’t go! Ross loves Emily!",Phoebe,fear,1938,6,936,6,4,23,"00:20:35,692","00:20:37,735"
11469,"Yeah, I know, I know, I know he does.",Rachel,fear,1938,7,936,7,4,23,"0:20:37,903","0:20:39,155"
11487,Uhh… I think I just got engaged.,Rachel,fear,1939,3,939,3,9,1,"0:06:01,361","0:06:03,843"
11565,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,disgust,1953,0,945,0,3,11,"00:04:38,319","00:04:40,737"
11570,"I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Rachel,disgust,1953,5,945,5,3,11,"00:05:05,930","00:05:12,644"
11575,"I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Rachel,disgust,1954,1,945,5,3,11,"00:05:05,930","00:05:12,644"
